RXCUI,DrugName,Type,Class,Group
315559,captopril 100 MG,SCDC,captopril,ACEI
315560,captopril 12.5 MG,SCDC,captopril,ACEI
315561,captopril 25 MG,SCDC,captopril,ACEI
315562,captopril 50 MG,SCDC,captopril,ACEI
371253,captopril / hydrochlorothiazide Oral Tablet,SCDF,captopril,ACEI
371254,captopril Oral Tablet,SCDF,captopril,ACEI
1155750,captopril / hydrochlorothiazide Oral Product,SCDG,captopril,ACEI
1155751,captopril / hydrochlorothiazide Pill,SCDG,captopril,ACEI
1155753,captopril Oral Product,SCDG,captopril,ACEI
1155754,captopril Pill,SCDG,captopril,ACEI
50166,fosinopril,IN,fosinopril,ACEI
261415,fosinopril / hydrochlorothiazide,MIN,fosinopril,ACEI
227278,fosinopril sodium,PIN,fosinopril,ACEI
857166,fosinopril sodium 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD,fosinopril,ACEI
857169,fosinopril sodium 10 MG Oral Tablet,SCD,fosinopril,ACEI
857174,fosinopril sodium 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD,fosinopril,ACEI
857183,fosinopril sodium 20 MG Oral Tablet,SCD,fosinopril,ACEI
857187,fosinopril sodium 40 MG Oral Tablet,SCD,fosinopril,ACEI
857165,fosinopril sodium 10 MG,SCDC,fosinopril,ACEI
857173,fosinopril sodium 20 MG,SCDC,fosinopril,ACEI
857186,fosinopril sodium 40 MG,SCDC,fosinopril,ACEI
372273,fosinopril / hydrochlorothiazide Oral Tablet,SCDF,fosinopril,ACEI
372274,fosinopril Oral Tablet,SCDF,fosinopril,ACEI
1162674,fosinopril / hydrochlorothiazide Oral Product,SCDG,fosinopril,ACEI
1162675,fosinopril / hydrochlorothiazide Pill,SCDG,fosinopril,ACEI
1162676,fosinopril Oral Product,SCDG,fosinopril,ACEI
1162677,fosinopril Pill,SCDG,fosinopril,ACEI
316943,Extended Release Oral Capsule,DF,trandolapril,ACEI
38454,trandolapril,IN,trandolapril,ACEI
214866,trandolapril / verapamil,MIN,trandolapril,ACEI
199351,trandolapril 2 MG Oral Tablet,SCD,trandolapril,ACEI
199352,trandolapril 4 MG Oral Tablet,SCD,trandolapril,ACEI
199353,trandolapril 1 MG Oral Tablet,SCD,trandolapril,ACEI
199622,trandolapril 0.5 MG Oral Capsule,SCD,trandolapril,ACEI
199816,trandolapril 1 MG Oral Capsule,SCD,trandolapril,ACEI
199817,trandolapril 2 MG Oral Capsule,SCD,trandolapril,ACEI
411434,trandolapril 4 MG Oral Capsule,SCD,trandolapril,ACEI
411759,24 HR trandolapril 2 MG / verapamil hydrochloride 180 MG Extended Release Oral Capsule,SCD,trandolapril,ACEI
897781,24 HR trandolapril 1 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet,SCD,trandolapril,ACEI
897783,24 HR trandolapril 2 MG / verapamil hydrochloride 180 MG Extended Release Oral Tablet,SCD,trandolapril,ACEI
897844,24 HR trandolapril 2 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet,SCD,trandolapril,ACEI
897853,24 HR trandolapril 4 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet,SCD,trandolapril,ACEI
316847,trandolapril 2 MG,SCDC,trandolapril,ACEI
316848,trandolapril 4 MG,SCDC,trandolapril,ACEI
317522,trandolapril 1 MG,SCDC,trandolapril,ACEI
333397,trandolapril 0.5 MG,SCDC,trandolapril,ACEI
374176,trandolapril Oral Capsule,SCDF,trandolapril,ACEI
374177,trandolapril Oral Tablet,SCDF,trandolapril,ACEI
374178,trandolapril / verapamil Extended Release Oral Tablet,SCDF,trandolapril,ACEI
379582,trandolapril / verapamil Extended Release Oral Capsule,SCDF,trandolapril,ACEI
2647927,trandolapril / verapamil hydrochloride Extended Release Oral Capsule,SCDFP,trandolapril,ACEI
2649218,trandolapril / verapamil hydrochloride Extended Release Oral Tablet,SCDFP,trandolapril,ACEI
1162756,trandolapril / verapamil Oral Product,SCDG,trandolapril,ACEI
1162757,trandolapril / verapamil Pill,SCDG,trandolapril,ACEI
1162758,trandolapril Oral Product,SCDG,trandolapril,ACEI
1162759,trandolapril Pill,SCDG,trandolapril,ACEI
2659110,trandolapril / verapamil hydrochloride Pill,SCDGP,trandolapril,ACEI
2660924,trandolapril / verapamil hydrochloride Oral Product,SCDGP,trandolapril,ACEI
30131,moexipril,IN,moexipril,ACEI
214622,hydrochlorothiazide / moexipril,MIN,moexipril,ACEI
236066,moexipril hydrochloride,PIN,moexipril,ACEI
1299859,hydrochlorothiazide 12.5 MG / moexipril hydrochloride 15 MG Oral Tablet,SCD,moexipril,ACEI
1299871,hydrochlorothiazide 12.5 MG / moexipril hydrochloride 7.5 MG Oral Tablet,SCD,moexipril,ACEI
1299890,hydrochlorothiazide 25 MG / moexipril hydrochloride 15 MG Oral Tablet,SCD,moexipril,ACEI
1299896,moexipril hydrochloride 15 MG Oral Tablet,SCD,moexipril,ACEI
1299897,moexipril hydrochloride 7.5 MG Oral Tablet,SCD,moexipril,ACEI
1299858,moexipril hydrochloride 15 MG,SCDC,moexipril,ACEI
1299870,moexipril hydrochloride 7.5 MG,SCDC,moexipril,ACEI
372945,moexipril Oral Tablet,SCDF,moexipril,ACEI
372946,hydrochlorothiazide / moexipril Oral Tablet,SCDF,moexipril,ACEI
1157288,moexipril Oral Product,SCDG,moexipril,ACEI
1157289,moexipril Pill,SCDG,moexipril,ACEI
1162775,hydrochlorothiazide / moexipril Oral Product,SCDG,moexipril,ACEI
1162776,hydrochlorothiazide / moexipril Pill,SCDG,moexipril,ACEI
1649574,Injection,DF,enalaprilat,ACEI
3829,enalaprilat,IN,enalaprilat,ACEI
1545989,enalaprilat anhydrous,PIN,enalaprilat,ACEI
2672730,enalaprilat dihydrate,PIN,enalaprilat,ACEI
1729200,1 ML enalaprilat 1.25 MG/ML Injection,SCD,enalaprilat,ACEI
1729205,2 ML enalaprilat 1.25 MG/ML Injection,SCD,enalaprilat,ACEI
315855,enalaprilat 1.25 MG/ML,SCDC,enalaprilat,ACEI
1729199,enalaprilat Injection,SCDF,enalaprilat,ACEI
1162654,enalaprilat Injectable Product,SCDG,enalaprilat,ACEI
151558,Cozaar,BN,losartan,ARB
217681,Hyzaar,BN,losartan,ARB
52175,losartan,IN,losartan,ARB
214619,hydrochlorothiazide / losartan,MIN,losartan,ARB
203160,losartan potassium,PIN,losartan,ARB
979466,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet [Hyzaar],SBD,losartan,ARB
979470,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet [Hyzaar],SBD,losartan,ARB
979473,hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet [Hyzaar],SBD,losartan,ARB
979482,losartan potassium 100 MG Oral Tablet [Cozaar],SBD,losartan,ARB
979487,losartan potassium 25 MG Oral Tablet [Cozaar],SBD,losartan,ARB
979494,losartan potassium 50 MG Oral Tablet [Cozaar],SBD,losartan,ARB
979465,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG [Hyzaar],SBDC,losartan,ARB
979469,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG [Hyzaar],SBDC,losartan,ARB
979472,hydrochlorothiazide 25 MG / losartan potassium 100 MG [Hyzaar],SBDC,losartan,ARB
979481,losartan potassium 100 MG [Cozaar],SBDC,losartan,ARB
979486,losartan potassium 25 MG [Cozaar],SBDC,losartan,ARB
979493,losartan potassium 50 MG [Cozaar],SBDC,losartan,ARB
368240,losartan Oral Tablet [Cozaar],SBDF,losartan,ARB
823962,hydrochlorothiazide / losartan Oral Tablet [Hyzaar],SBDF,losartan,ARB
2656240,losartan potassium Oral Tablet [Cozaar],SBDFP,losartan,ARB
2658550,hydrochlorothiazide / losartan potassium Oral Tablet [Hyzaar],SBDFP,losartan,ARB
1166546,Hyzaar Oral Product,SBDG,losartan,ARB
1166549,Hyzaar Pill,SBDG,losartan,ARB
1172369,Cozaar Oral Product,SBDG,losartan,ARB
1172370,Cozaar Pill,SBDG,losartan,ARB
979464,hydrochlorothiazide 12.5 MG / losartan potassium 100 MG Oral Tablet,SCD,losartan,ARB
979468,hydrochlorothiazide 12.5 MG / losartan potassium 50 MG Oral Tablet,SCD,losartan,ARB
979471,hydrochlorothiazide 25 MG / losartan potassium 100 MG Oral Tablet,SCD,losartan,ARB
979480,losartan potassium 100 MG Oral Tablet,SCD,losartan,ARB
979485,losartan potassium 25 MG Oral Tablet,SCD,losartan,ARB
979492,losartan potassium 50 MG Oral Tablet,SCD,losartan,ARB
979463,losartan potassium 100 MG,SCDC,losartan,ARB
979467,losartan potassium 50 MG,SCDC,losartan,ARB
979484,losartan potassium 25 MG,SCDC,losartan,ARB
372650,hydrochlorothiazide / losartan Oral Tablet,SCDF,losartan,ARB
372651,losartan Oral Tablet,SCDF,losartan,ARB
1162126,hydrochlorothiazide / losartan Oral Product,SCDG,losartan,ARB
1162127,hydrochlorothiazide / losartan Pill,SCDG,losartan,ARB
1165342,losartan Oral Product,SCDG,losartan,ARB
1165343,losartan Pill,SCDG,losartan,ARB
1372732,Tribenzor,BN,olmesartan,ARB
327503,Benicar,BN,olmesartan,ARB
404880,Benicar HCT,BN,olmesartan,ARB
730862,Azor,BN,olmesartan,ARB
321064,olmesartan,IN,olmesartan,ARB
1008801,amlodipine / hydrochlorothiazide / olmesartan,MIN,olmesartan,ARB
1009015,amlodipine / olmesartan,MIN,olmesartan,ARB
817496,hydrochlorothiazide / olmesartan,MIN,olmesartan,ARB
118463,olmesartan medoxomil,PIN,olmesartan,ARB
1000000,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],SBD,olmesartan,ARB
1000005,amlodipine 5 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],SBD,olmesartan,ARB
352199,olmesartan medoxomil 5 MG Oral Tablet [Benicar],SBD,olmesartan,ARB
352200,olmesartan medoxomil 20 MG Oral Tablet [Benicar],SBD,olmesartan,ARB
352201,olmesartan medoxomil 40 MG Oral Tablet [Benicar],SBD,olmesartan,ARB
744624,amlodipine 10 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor],SBD,olmesartan,ARB
744628,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor],SBD,olmesartan,ARB
744632,amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor],SBD,olmesartan,ARB
744636,amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor],SBD,olmesartan,ARB
847042,hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet [Benicar HCT],SBD,olmesartan,ARB
847055,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Benicar HCT],SBD,olmesartan,ARB
847060,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet [Benicar HCT],SBD,olmesartan,ARB
999971,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet [Tribenzor],SBD,olmesartan,ARB
999990,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],SBD,olmesartan,ARB
999995,amlodipine 10 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],SBD,olmesartan,ARB
1000003,amlodipine 5 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC,olmesartan,ARB
575926,olmesartan medoxomil 5 MG [Benicar],SBDC,olmesartan,ARB
575927,olmesartan medoxomil 20 MG [Benicar],SBDC,olmesartan,ARB
575928,olmesartan medoxomil 40 MG [Benicar],SBDC,olmesartan,ARB
744622,amlodipine 10 MG / olmesartan medoxomil 20 MG [Azor],SBDC,olmesartan,ARB
744626,amlodipine 10 MG / olmesartan medoxomil 40 MG [Azor],SBDC,olmesartan,ARB
744630,amlodipine 5 MG / olmesartan medoxomil 20 MG [Azor],SBDC,olmesartan,ARB
744634,amlodipine 5 MG / olmesartan medoxomil 40 MG [Azor],SBDC,olmesartan,ARB
847040,hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG [Benicar HCT],SBDC,olmesartan,ARB
847053,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Benicar HCT],SBDC,olmesartan,ARB
847058,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG [Benicar HCT],SBDC,olmesartan,ARB
999969,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG [Tribenzor],SBDC,olmesartan,ARB
999988,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC,olmesartan,ARB
999993,amlodipine 10 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC,olmesartan,ARB
999998,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG [Tribenzor],SBDC,olmesartan,ARB
369419,olmesartan Oral Tablet [Benicar],SBDF,olmesartan,ARB
744623,amlodipine / olmesartan Oral Tablet [Azor],SBDF,olmesartan,ARB
847059,hydrochlorothiazide / olmesartan Oral Tablet [Benicar HCT],SBDF,olmesartan,ARB
999970,amlodipine / hydrochlorothiazide / olmesartan Oral Tablet [Tribenzor],SBDF,olmesartan,ARB
2655442,olmesartan medoxomil Oral Tablet [Benicar],SBDFP,olmesartan,ARB
2656124,amlodipine / olmesartan medoxomil Oral Tablet [Azor],SBDFP,olmesartan,ARB
2657318,hydrochlorothiazide / olmesartan medoxomil Oral Tablet [Benicar HCT],SBDFP,olmesartan,ARB
2658663,amlodipine / hydrochlorothiazide / olmesartan medoxomil Oral Tablet [Tribenzor],SBDFP,olmesartan,ARB
1166087,Azor Oral Product,SBDG,olmesartan,ARB
1166088,Azor Pill,SBDG,olmesartan,ARB
1170817,Benicar HCT Oral Product,SBDG,olmesartan,ARB
1170818,Benicar HCT Pill,SBDG,olmesartan,ARB
1170823,Benicar Oral Product,SBDG,olmesartan,ARB
1171463,Benicar Pill,SBDG,olmesartan,ARB
1182147,Tribenzor Pill,SBDG,olmesartan,ARB
1182686,Tribenzor Oral Product,SBDG,olmesartan,ARB
1000001,amlodipine 5 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
349373,olmesartan medoxomil 5 MG Oral Tablet,SCD,olmesartan,ARB
349401,olmesartan medoxomil 20 MG Oral Tablet,SCD,olmesartan,ARB
349405,olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
401971,olmesartan medoxomil 10 MG Oral Tablet,SCD,olmesartan,ARB
403853,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,SCD,olmesartan,ARB
403854,hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
403855,hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
730861,amlodipine 10 MG / olmesartan medoxomil 20 MG Oral Tablet,SCD,olmesartan,ARB
730866,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
730869,amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet,SCD,olmesartan,ARB
730872,amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
999967,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 20 MG Oral Tablet,SCD,olmesartan,ARB
999986,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
999991,amlodipine 10 MG / hydrochlorothiazide 25 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
999996,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet,SCD,olmesartan,ARB
358775,olmesartan medoxomil 20 MG,SCDC,olmesartan,ARB
359114,olmesartan medoxomil 40 MG,SCDC,olmesartan,ARB
359115,olmesartan medoxomil 5 MG,SCDC,olmesartan,ARB
402407,olmesartan medoxomil 10 MG,SCDC,olmesartan,ARB
378991,olmesartan Oral Tablet,SCDF,olmesartan,ARB
406041,hydrochlorothiazide / olmesartan Oral Tablet,SCDF,olmesartan,ARB
730860,amlodipine / olmesartan Oral Tablet,SCDF,olmesartan,ARB
999966,amlodipine / hydrochlorothiazide / olmesartan Oral Tablet,SCDF,olmesartan,ARB
1152277,amlodipine / hydrochlorothiazide / olmesartan Oral Product,SCDG,olmesartan,ARB
1152278,amlodipine / hydrochlorothiazide / olmesartan Pill,SCDG,olmesartan,ARB
1152285,amlodipine / olmesartan Oral Product,SCDG,olmesartan,ARB
1152286,amlodipine / olmesartan Pill,SCDG,olmesartan,ARB
1159559,olmesartan Oral Product,SCDG,olmesartan,ARB
1159560,olmesartan Pill,SCDG,olmesartan,ARB
1162777,hydrochlorothiazide / olmesartan Oral Product,SCDG,olmesartan,ARB
1162778,hydrochlorothiazide / olmesartan Pill,SCDG,olmesartan,ARB
215458,Atacand,BN,candesartan,ARB
284662,Atacand HCT,BN,candesartan,ARB
214354,candesartan,IN,candesartan,ARB
284628,candesartan / hydrochlorothiazide,MIN,candesartan,ARB
135481,candesartan cilexetil,PIN,candesartan,ARB
577785,candesartan cilexetil 4 MG Oral Tablet [Atacand],SBD,candesartan,ARB
577787,candesartan cilexetil 8 MG Oral Tablet [Atacand],SBD,candesartan,ARB
639539,candesartan cilexetil 16 MG Oral Tablet [Atacand],SBD,candesartan,ARB
639543,candesartan cilexetil 32 MG Oral Tablet [Atacand],SBD,candesartan,ARB
805855,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet [Atacand HCT],SBD,candesartan,ARB
805859,candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],SBD,candesartan,ARB
805863,candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],SBD,candesartan,ARB
577782,candesartan cilexetil 32 MG [Atacand],SBDC,candesartan,ARB
577784,candesartan cilexetil 4 MG [Atacand],SBDC,candesartan,ARB
577786,candesartan cilexetil 8 MG [Atacand],SBDC,candesartan,ARB
639538,candesartan cilexetil 16 MG [Atacand],SBDC,candesartan,ARB
805853,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG [Atacand HCT],SBDC,candesartan,ARB
805857,candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG [Atacand HCT],SBDC,candesartan,ARB
805861,candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG [Atacand HCT],SBDC,candesartan,ARB
368268,candesartan Oral Tablet [Atacand],SBDF,candesartan,ARB
805854,candesartan / hydrochlorothiazide Oral Tablet [Atacand HCT],SBDF,candesartan,ARB
2656912,candesartan cilexetil Oral Tablet [Atacand],SBDFP,candesartan,ARB
2658646,candesartan cilexetil / hydrochlorothiazide Oral Tablet [Atacand HCT],SBDFP,candesartan,ARB
1172182,Atacand HCT Pill,SBDG,candesartan,ARB
1172183,Atacand HCT Oral Product,SBDG,candesartan,ARB
1172187,Atacand Oral Product,SBDG,candesartan,ARB
1172188,Atacand Pill,SBDG,candesartan,ARB
153822,candesartan cilexetil 4 MG Oral Tablet,SCD,candesartan,ARB
153823,candesartan cilexetil 8 MG Oral Tablet,SCD,candesartan,ARB
577776,candesartan cilexetil 16 MG Oral Tablet,SCD,candesartan,ARB
578325,candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD,candesartan,ARB
578330,candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD,candesartan,ARB
639536,candesartan cilexetil 2 MG Oral Tablet,SCD,candesartan,ARB
639537,candesartan cilexetil 32 MG Oral Tablet,SCD,candesartan,ARB
802749,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD,candesartan,ARB
540781,candesartan cilexetil 4 MG,SCDC,candesartan,ARB
540788,candesartan cilexetil 8 MG,SCDC,candesartan,ARB
577775,candesartan cilexetil 16 MG,SCDC,candesartan,ARB
577780,candesartan cilexetil 32 MG,SCDC,candesartan,ARB
639535,candesartan cilexetil 2 MG,SCDC,candesartan,ARB
371247,candesartan Oral Tablet,SCDF,candesartan,ARB
374934,candesartan / hydrochlorothiazide Oral Tablet,SCDF,candesartan,ARB
1156609,candesartan / hydrochlorothiazide Oral Product,SCDG,candesartan,ARB
1156610,candesartan / hydrochlorothiazide Pill,SCDG,candesartan,ARB
1156611,candesartan Oral Product,SCDG,candesartan,ARB
1156612,candesartan Pill,SCDG,candesartan,ARB
1372733,Exforge HCT,BN,valsartan,ARB
1656341,Entresto,BN,valsartan,ARB
1798282,Byvalson,BN,valsartan,ARB
216652,Diovan,BN,valsartan,ARB
216653,Diovan HCT,BN,valsartan,ARB
722127,Exforge,BN,valsartan,ARB
317691,Oral Pellet,DF,valsartan,ARB
1294714,Pellet Product,DFG,valsartan,ARB
69749,valsartan,IN,valsartan,ARB
1656339,sacubitril / valsartan,MIN,valsartan,ARB
1798280,nebivolol / valsartan,MIN,valsartan,ARB
214626,hydrochlorothiazide / valsartan,MIN,valsartan,ARB
729455,amlodipine / valsartan,MIN,valsartan,ARB
852897,amlodipine / hydrochlorothiazide / valsartan,MIN,valsartan,ARB
900937,aliskiren / valsartan,MIN,valsartan,ARB
1656346,sacubitril 24 MG / valsartan 26 MG Oral Tablet [Entresto],SBD,valsartan,ARB
1656351,sacubitril 49 MG / valsartan 51 MG Oral Tablet [Entresto],SBD,valsartan,ARB
1656356,sacubitril 97 MG / valsartan 103 MG Oral Tablet [Entresto],SBD,valsartan,ARB
1798287,nebivolol 5 MG / valsartan 80 MG Oral Tablet [Byvalson],SBD,valsartan,ARB
2679797,sacubitril 15 MG / valsartan 16 MG Oral Pellet [Entresto],SBD,valsartan,ARB
2679802,sacubitril 6 MG / valsartan 6 MG Oral Pellet [Entresto],SBD,valsartan,ARB
351761,valsartan 80 MG Oral Tablet [Diovan],SBD,valsartan,ARB
351762,valsartan 160 MG Oral Tablet [Diovan],SBD,valsartan,ARB
352001,valsartan 320 MG Oral Tablet [Diovan],SBD,valsartan,ARB
352274,valsartan 40 MG Oral Tablet [Diovan],SBD,valsartan,ARB
724879,amlodipine 10 MG / valsartan 160 MG Oral Tablet [Exforge],SBD,valsartan,ARB
724887,amlodipine 10 MG / valsartan 320 MG Oral Tablet [Exforge],SBD,valsartan,ARB
724891,amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge],SBD,valsartan,ARB
724895,amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge],SBD,valsartan,ARB
809014,hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT],SBD,valsartan,ARB
809018,hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT],SBD,valsartan,ARB
809022,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],SBD,valsartan,ARB
809026,hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT],SBD,valsartan,ARB
809030,hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT],SBD,valsartan,ARB
848134,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT],SBD,valsartan,ARB
848139,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT],SBD,valsartan,ARB
848144,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT],SBD,valsartan,ARB
848149,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],SBD,valsartan,ARB
848155,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],SBD,valsartan,ARB
1656342,sacubitril 24 MG / valsartan 26 MG [Entresto],SBDC,valsartan,ARB
1656350,sacubitril 49 MG / valsartan 51 MG [Entresto],SBDC,valsartan,ARB
1656355,sacubitril 97 MG / valsartan 103 MG [Entresto],SBDC,valsartan,ARB
1798283,nebivolol 5 MG / valsartan 80 MG [Byvalson],SBDC,valsartan,ARB
2679794,sacubitril 15 MG / valsartan 16 MG [Entresto],SBDC,valsartan,ARB
2679801,sacubitril 6 MG / valsartan 6 MG [Entresto],SBDC,valsartan,ARB
565165,valsartan 40 MG [Diovan],SBDC,valsartan,ARB
565166,valsartan 80 MG [Diovan],SBDC,valsartan,ARB
565167,valsartan 160 MG [Diovan],SBDC,valsartan,ARB
575745,valsartan 320 MG [Diovan],SBDC,valsartan,ARB
724877,amlodipine 10 MG / valsartan 160 MG [Exforge],SBDC,valsartan,ARB
724885,amlodipine 10 MG / valsartan 320 MG [Exforge],SBDC,valsartan,ARB
724889,amlodipine 5 MG / valsartan 160 MG [Exforge],SBDC,valsartan,ARB
724893,amlodipine 5 MG / valsartan 320 MG [Exforge],SBDC,valsartan,ARB
